#+TITLE: NATUURKUNDE VWO: VEELGESTELDE VRAGEN 2024-2025
#+STARTUP: hidestars
#+OPTIONS: ^:nil
# #+SETUPFILE: https://fniessen.github.io/org-html-themes/org/theme-readtheorg.setup
#+SETUPFILE: https://fniessen.github.io/org-html-themes/org/theme-bigblow.setup
# #+HTML_HEAD: <link rel="stylesheet" href="https://sandyuraz.com/styles/org.min.css">
#+OPTIONS: num:nil
#+options: num:nil


* Hd1
** Hd1.txt

| # | Vraag                                                                                   | Antwoord                                               |
| 95 | Hoe bereken je de radiale snelheid van een sterrenstelsel op basis van de golflengteverschuiving?                                                            | Door het verschil in golflengte te meten en deze te delen door de oorspronkelijke golflengte, waarbij je de snelheid verkrijgt via de Dopplerformule.                          |
| 96 | Hoeveel jaar heeft de Andromedanevel nodig om de aarde te bereiken?                                                                                         | Het aantal jaren kan worden berekend op basis van de snelheid en afstand van de Andromedanevel.                                                                                 |
| 97 | Hoe wordt de snelheid van een quasar berekend met Einsteins relativiteitstheorie?                                                                           | Door de Dopplerverschuiving te gebruiken in de relativistische Dopplerformule, waarbij de snelheid wordt berekend in relatie tot de lichtsnelheid.                          |
| 98 | Hoeveel keer groter is de straal van een superreus vergeleken met die van de aarde?                                                                          | De straal van de superreus is ongeveer honderd keer groter dan die van de aarde.                                                                                              |
| 99 | Wat gebeurt er met een ster als alle waterstof omgezet is in helium?                                                                                        | De temperatuur stijgt door gravitatiecontractie, waardoor de ster kan krimpen en zwaardere elementen kunnen ontstaan door kernfusies.                                        |
| 100 | Waarom is Be instabiel en C stabiel?                                                                                                                        | Be is instabiel vanwege zijn proton-neutron verhouding, terwijl C stabiel is door een gunstiger verhouding van protonen en neutronen.                                          |
| 101 | Wat is de golflengte bij het maximum van de straling van een ster met een temperatuur van K?                                                                | Dit kan worden berekend met de wet van Wien, maar de specifieke waarde is niet gegeven in de tekst.                                                                            |
| 102 | Wat is de effectieve temperatuur van Gliese?                                                                    | De effectieve temperatuur van Gliese is K.                                                                                                                                       |
| 103 | Waarom wordt Gliese als een rode dwerg beschouwd?                                                              | Omdat Gliese een lage temperatuur heeft en een relatief kleine lichtsterkte in vergelijking met andere sterren.                                                                 |
| 104 | Wat is een leefbare zone?                                                                                       | Het gebied rond een ster waar de temperatuur op een planeet geschikt is voor leven, vaak met vloeibaar water.                                                                    |
| 105 | Waarom ligt de leefbare zone van Gliese dichterbij de ster dan die van de zon?                                | Omdat Gliese een lagere temperatuur heeft, waardoor de leefbare zone dichter bij de ster ligt.                                                                                  |
| 106 | Hoeveel keer is de lichtsterkte van Gliese in vergelijking met de zon?                                         | De lichtsterkte van Gliese is 0,001 keer de lichtsterkte van de zon.                                                                                                            |
| 107 | Als de intensiteit van de ontvangen straling op planeet Gliese c twee keer die van de zon op aarde is, wat betekent dat? | De straling op Gliese c is twee keer zo intens als de straling die we van de zon op aarde ontvangen.                                                                           |
| 108 | Als er water op Gliese c is, in welke vorm zou het dan aanwezig zijn?                                          | Water zou waarschijnlijk als waterdamp aanwezig zijn, gezien de hoge temperatuur.                                                                                                 |
| 109 | Wanneer is het theoretisch mogelijk om een antwoord op een radiosignaal van Gliese c te ontvangen?              | Dit hangt af van de afstand en de snelheid van het radiosignaal. Als de afstand 13 lichtjaar is, kan het enkele jaren duren om een antwoord te ontvangen.                        |
| 110 | Hoe worden sterren geclassificeerd in het Hertzsprung-Russelldiagram?                                         | Op basis van hun grootte, temperatuur en lichtsterkte.                                                                                                                            |
| 111 | Wat gebeurt er met een ster die de hoofdreeks verlaat?                                                          | Het kan veranderen in een reus, superreus, witte dwerg, of in sommige gevallen een supernova worden.                                                                             |
| 112 | Waarom vertonen sterren een continu spectrum?                                                                  | Omdat een gloeiend voorwerp zoals een ster straling uitzendt over een continu bereik van golflengten.                                                                           |
| 113 | Hoe ontstaat een absorptiespectrum?                                                                            | Wanneer licht door een gas gaat, worden specifieke golflengten geabsorbeerd door atomen in het gas, wat zwarte lijnen in het spectrum veroorzaakt.                                 |
| 114 | Hoe kun je met spectraalanalyse de samenstelling van een ster bepalen?                                          | Door de spectraallijnen te vergelijken met die van bekende elementen, kun je bepalen welke elementen aanwezig zijn in de ster.                                                   |
| 115 | Wat is de Dopplerverschuiving?                                                                                   | Het verschijnsel waarbij de golflengte van straling verandert door de beweging van de bron ten opzichte van de waarnemer.                                                        |
| 116 | Wat betekent een roodverschuiving in het spectrum van een ster?                                                | Het betekent dat de ster zich van ons af beweegt.                                                                                                                                |
| 117 | Wat betekent een blauwverschuiving in het spectrum van een ster?                                               | Het betekent dat de ster naar ons toe beweegt.                                                                                                                                  |
| 118 | Hoe kan de snelheid van een sterrenstelsel worden berekend op basis van de Dopplerverschuiving?                  | Door de verandering in golflengte te meten en deze om te rekenen naar snelheid op basis van het Dopplereffect.                                                                 |
| 119 | Wat is het effect van een ster die zich naar je toe beweegt op de golflengte van de straling?                   | De golflengte wordt korter.                                                                                                                                                         |
| 120 | Waarom kan de snelheid van een object niet groter zijn dan de lichtsnelheid volgens Einsteins relativiteitstheorie? | Omdat niets sneller kan bewegen dan het licht, volgens de relativiteitstheorie.                                                                                                  |

* Hd13
** Hd13.txt
|#| Vraag | Antwoord |
|-----------|--------------|
| 1 | Wat is het deeltjesmodel van licht volgens Newton? | Licht bestaat uit een stroom deeltjes. Lichtstralen zijn de banen van deze deeltjes. |
| 2 | Hoe beschreef Huygens licht? | Licht bestaat uit trillingen die zich snel voortplanten, vergelijkbaar met geluid of golven in water. |
| 3 | Wat is diffractie? | Diffractie is het buigen van golven om een obstakel of door een opening, waarbij de golven zich uitbreiden in alle richtingen. |
| 4 | Wat gebeurt er bij diffractie als de spleetbreedte groter is dan de golflengte? | Er treedt weinig diffractie op, de golf blijft vrijwel onveranderd na het passeren van de spleet. |
| 5 | Hoe verandert de diffractie als de spleetbreedte gelijk is aan de golflengte? | De diffractie is merkbaar en de pieken in de intensiteit worden breder. |
| 6 | Wat is het effect van een spleet die smaller is dan de golflengte? | De diffractie is maximaal en de lichtintensiteit verandert zeer geleidelijk. |
| 7 | Waarom kun je iemand om een deuropening heen horen maar niet zien? | De opening is van dezelfde orde van grootte als de golflengte van geluid, waardoor diffractie optreedt, maar voor zichtbaar licht is de opening veel groter dan de golflengte, waardoor diffractie verwaarloosbaar is. |
| 8 | Hoe wordt interferentie van licht verklaard? | Licht uit twee bronnen interfereert en vormt knooplijnen (minima) en buiklijnen (maxima) afhankelijk van het faseverschil tussen de golven. |
| 9 | Wat is een tralie in de context van interferentie? | Een tralie is een optisch hulpmiddel met veel smalle spleten die interferentiepatronen vormen op basis van het golflengteverschil van het licht. |
| 10 | Hoe bepaalt de tralieconstante de hoek van interferentiepatronen? | Hoe groter de tralieconstante, hoe kleiner de hoek van de maxima. |
| 11 | Wat is het effect van diffractie op licht als het een obstakel van dezelfde orde van grootte als de golflengte tegenkomt? | De golven buigen rond het obstakel en kunnen een herkenbaar patroon van diffractie vertonen. |
| 12 | Hoe beïnvloedt de afstand tussen spleten in een tralie het interferentiepatroon? | De afstand tussen de spleten bepaalt de afstand tussen de maxima en minima op het scherm. |
| 13 | Wat gebeurt er als wit licht op een cd valt? | Je ziet een spectrum van kleuren door diffractie en interferentie. |
| 14 | Waarom geeft een cd geen duidelijk beeld bij vergroting? | Het licht buigt in alle richtingen rond het voorwerp, waardoor geen scherp beeld ontstaat. |
| 15 | Waarom wordt de informatie op een cd afgelezen met een laser? | Een laser heeft een specifieke frequentie, wat belangrijk is voor het nauwkeurig aflezen van de cd. |
| 16 | Waarom is het ontvangst van lange- en middengolfzenders beter in een dal? | Lange- en middengolfzenders hebben grotere golflengtes die beter buigen en daardoor verder kunnen reizen. |
| 17 | Waarom hoor je bij een openluchtconcert vooral lage tonen op afstand? | Lage tonen hebben langere golflengtes en buigen beter om obstakels en verspreiden zich verder. |
| 18 | Waarom wordt röntgenstraling gebruikt voor kristallenonderzoek? | Röntgenstraling heeft kleinere golflengtes die passen bij de afstanden tussen atomen in kristallen. |
| 19 | Wat zie je op een scherm bij een dubbelspleetexperiment met geel licht en een golflengte van 600 nm? | Je ziet een interferentiepatroon met gele en witte strepen. |
| 20 | Wat gebeurt er als de afstand tussen de spleten wordt vergroot in een dubbelspleetexperiment? | De strepen komen dichter bij elkaar te liggen. |
| 21 | Hoe verandert het interferentiepatroon bij het gebruiken van licht met een andere kleur? | De strepen komen dichter bij elkaar als de golflengte kleiner is. |
| 22 | Waarom zie je een witte streep in het midden bij een tralie met wit licht? | In het midden van het spectrum valt het licht van alle kleuren samen, wat een witte streep geeft. |
| 23 | Waarom ligt de overlap van spectra op een tralie met veel lijnen per mm kleiner? | Er zijn meer lijnen, waardoor de spectra beter gescheiden worden. |
| 24 | Waarom zie je in bepaalde richtingen maximaal constructieve interferentie in een vier spleten experiment? | De golven uit verschillende spleten komen in fase samen en versterken elkaar. |
| 25 | Waarom treedt maximale destructieve interferentie op in andere richtingen? | Het faseverschil tussen de golven uit verschillende spleten is zo dat ze elkaar uitdoven. |
| 26 | Waarom gebruik je een tralie met veel spleten voor een goed spectrum? | Hoe meer spleten, hoe scherper de scheiding van kleuren in het spectrum. |
| 27 | Waarom wordt zichtbaar licht omgezet in elektrische energie, maar infraroodstraling niet? | De energie van zichtbaar licht is hoog genoeg om elektronen vrij te maken, maar infraroodstraling heeft niet genoeg energie. |
| 28 | Wat verklaart het feit dat zichtbaar licht elektronen vrijmaakt maar infraroodstraling niet? | Volgens het fotonenmodel moet de energie van een foton (afhankelijk van de frequentie) voldoende zijn om een elektron vrij te maken. |
| 29 | Waarom maakt licht met een hogere frequentie (zoals UV) elektron vrij uit een metaal? | Omdat de energie van de fotonen voldoende is om de elektronen uit het metaal te verdrijven. |
| 30 | Wat is een lijnenspectrum en hoe verschilt dit van een continu spectrum? | Een lijnenspectrum bestaat uit specifieke frequenties, terwijl een continu spectrum alle frequenties zonder onderbreking bevat. |
| 31 | Waarom is de uitleg van een discreet lijnenspectrum niet te verklaren met een golfmodel? | Het golfmodel verwacht een continu spectrum, niet specifieke lijnen. |
| 32 | Wat verklaart het bestaan van discrete energieniveaus in het Bohr-model? | Elektronen kunnen alleen overgangen maken tussen specifieke energieniveaus door emissie of absorptie van fotonen. |
| 33 | Hoe laat een dubbelspleetexperiment met gedimde lichtbron het deeltjesgedrag van licht zien? | Door de lichtbron zo te dimmen dat er één foton tegelijk wordt uitgezonden, zie je de interferentie van individuele fotonen. |
| 34 | Wat gebeurt er met het interferentiepatroon als het experiment met losse fotonen langer duurt? | Er ontstaan strepen waarbij de lichtplekken veel fotonen detecteren en de donkere plekken weinig. |
| 35 | Wat geeft het interferentiepatroon aan over de kans van een foton op een bepaalde plek?       | Het geeft een waarschijnlijkheidsverdeling weer over waar een foton terecht kan komen.         |
| 36 | Hoe verandert het interferentiepatroon als je bepaalt door welke spleet een foton gaat?        | Het interferentiepatroon verdwijnt.                                                            |
| 37 | Waarom verdwijnen de interferentiepatronen als je door welke spleet een foton ging meet?       | Het meten verandert de toestandsfunctie van het foton, waardoor de golven niet meer interfereren.|
| 38 | Wat is de betekenis van de toestandsfunctie in de context van fotonen?                         | Het is een maat voor de waarschijnlijkheid om het deeltje op een bepaalde plaats aan te treffen.|
| 39 | Wat gebeurt er met de stroomsterkte als de spanning bij een elektronpistol stijgt?              | De stroomsterkte neemt toe als de spanning stijgt.                                             |
| 40 | Wat gebeurt er als je de anode van een elektronpistol verbindt met de negatieve pool van de spanningsbron? | Minder elektronen bereiken de anode, waardoor de stroomsterkte afneemt.                       |
| 41 | Wat is de remspanning bij een elektronpistol?                                                   | Het is de spanning waarbij de kinetische energie van een elektron volledig omgezet is in elektrische energie.|
| 42 | Wat is het effect op het interferentiepatroon als je de golflengte van het licht verandert van rood naar groen? | Het patroon verandert omdat de golflengte van het licht invloed heeft op de afstand tussen de interferentiebanen. |
| 43 | Hoe verandert het interferentiepatroon bij gebruik van wit licht in plaats van monochromatisch licht? | Het patroon wordt minder scherp en de banden worden breder omdat wit licht een spectrum van golflengtes heeft. |
| 44 | Wat toont het dubbelspaletexperiment met losse fotonen aan over het deeltjes- en golfkarakter van licht? | Het toont aan dat licht zowel een deeltjes- als golfeigenschappen heeft door het interferentiepatroon en het gedrag van individuele fotonen. |
| 45 | Wat is het gevolg van het meten van de snelheid van elektronen in het Davisson-Germer-experiment? | Het bewijs voor de golfeigenschappen van elektronen wordt geleverd door de waarneming van interferentiepatronen. |
| 46 | Wat gebeurt er met het interferentiepatroon in het Davisson-Germer-experiment bij het meten van elektronen? | Het interferentiepatroon bevestigt dat elektronen golfeigenschappen vertonen door het waarnemen van pieken en dalen in intensiteit. |
| 47 | Wat laat het experiment van Davisson en Germer zien over de golflengte van elektronen?          | Het laat zien dat de golflengte van elektronen afhankelijk is van hun snelheid en dat deze golflengte kan worden gemeten via interferentiepatronen. |
| 48 | Wat is de toepassing van de de Broglie-golflengte in de context van elektronmicroscopie?        | De de Broglie-golflengte maakt het mogelijk om de resolutie van een microscoop te verhogen door gebruik te maken van de golfeigenschappen van elektronen. |
| 49 | Waarom kunnen de meeste virusdeeltjes niet worden gezien met een lichtmicroscoop?              | Ze zijn veel kleiner dan de golflengte van zichtbaar licht, waardoor ze niet zichtbaar zijn met een lichtmicroscoop. |
| 50 | Hoe verandert de golflengte van elektronen als hun snelheid toeneemt?    | De golflengte van de elektronen wordt kleiner naarmate hun snelheid toeneemt.                            |
| 51 | Wat zorgt voor de vergroting van beelden in een elektronenmicroscoop?      | Elektromagnetische lenzen zorgen ervoor dat de elektronen op de juiste plaats op het voorwerp komen.    |
| 52 | Hoe worden de weerkaatste elektronen verzameld in een elektronenmicroscoop? | Met elektrische en magnetische velden worden de weerkaatste elektronen in één punt van de detector verzameld. |
| 53 | Wat is het voordeel van de quantumtheorie ten opzichte van de klassieke natuurkunde? | De quantumtheorie geeft nauwkeurigere voorspellingen voor kleine afstanden en deeltjes met zeer kleine massa. |
| 54 | Hoe wordt de de Broglie-golflengte van een knikker vergeleken met de afmeting van knikkerkuiltjes? | De de Broglie-golflengte van een knikker is veel kleiner dan de afmetingen van knikkerkuiltjes, waardoor golfgedrag niet meetbaar is. |
| 55 | Waarom is de quantumtheorie belangrijk voor fotonen en elektronen?        | De quantumtheorie is belangrijk omdat het nauwkeuriger voorspellingen kan doen dan de klassieke theorie, vooral bij zeer kleine deeltjes. |
| 56 | Wat is de rol van de constante van Planck in de quantumtheorie?           | De constante van Planck is essentieel voor het berekenen van de golflengte en energie van quantumdeeltjes. |
| 57 | Hoe kan de golflengte van een elektron in een elektronenmicroscoop berekend worden? | Door de snelheid van het elektron en de spanning tussen de kathode en anode te gebruiken.                |
| 58 | Waarom kunnen we met een lichtmicroscoop geen details zien die kleiner zijn dan de golflengte van licht? | Omdat de resolutie van een lichtmicroscoop beperkt is door de golflengte van het licht.                  |
| 59 | Hoe kan een elektronenmicroscoop kleinere details zichtbaar maken dan een lichtmicroscoop? | Omdat elektronen een veel kleinere golflengte hebben dan zichtbaar licht, waardoor ze kleinere details kunnen vastleggen. |
| 60 | Wat is de effect van temperatuur op de de Broglie-golflengte van een deeltje? | De de Broglie-golflengte neemt toe bij hogere temperaturen, omdat de kinetische energie van het deeltje toeneemt. |
| 61 | Hoe bereken je de de Broglie-golflengte van een deeltje met bekende snelheid en massa? | De de Broglie-golflengte kan berekend worden met de massa en snelheid van het deeltje.                    |
| 62 | Wat is het verschil tussen klassieke en quantummechanica bij het voorspellen van uitkomsten? | Klassieke mechanica geeft een exact antwoord, terwijl quantummechanica alleen waarschijnlijkheden biedt voor mogelijke uitkomsten. |
| 63 | Hoe komt het dat de quantumtheorie en klassieke theorie in de macroscopische wereld dezelfde resultaten geven? | Omdat de constante van Planck zeer klein is, zijn de verschillen tussen beide theorieën bij alledaagse verschijnselen verwaarloosbaar. |
| 64 | Waarom verschijnen er geen interferentieringen bij lage versnelspanningen in een elektronenmicroscoop? | Bij lage versnelspanningen zijn de de Broglie-golflengtes te groot om significante interferentiepatronen te veroorzaken. |
| 65 | Hoe beïnvloedt de grootte van een spleet in relatie tot de golflengte de waarneming met een microscoop? | Een spleet kleiner dan de golflengte van licht voorkomt het onderscheiden van voorwerpen met een lichtmicroscoop. |
| 66 | Waarom is de golflengte van een foton in de Comptonverschuiving groter na botsing met een elektron? | Door de botsing verliest het foton energie, waardoor de golflengte toeneemt.                                 |
| 67 | Hoe kan de snelheid van een elektron berekend worden na een botsing met een foton? | Door de verandering in golflengte van het foton en de energieoverdracht kan de snelheid van het elektron worden berekend. |
| 68 | Wat ontstaat er tussen de wanden van een energieput door golfgedrag?                                     | Interferentie met een patroon van knopen en buiken.                  |
| 69 | Wat beschrijft de toestandsfunctie \( \psi(x) \) in een energieput?                                       | Een staande golf.                                                   |
| 70 | Waar is de kans om een deeltje aan te treffen het grootst in een energieput?                             | Waar de amplitude van de staande golf het grootst is.                |
| 71 | Wat gebeurt er bij de wanden van een energieput volgens de tekst?                                        | Er ontstaan knopen, omdat het deeltje daar niet verder kan.          |
| 72 | Wat is de kans om een deeltje buiten een oneindig diepe energieput aan te treffen?                       | Gelijk aan nul.                                                      |
| 73 | Welke energie heeft een deeltje in een oneindig diepe energieput?                                         | Alleen kinetische energie.                                          |
| 74 | Wat gebeurt er met de energie van een deeltje bij een oneindig diepe energieput?                          | De energie is kwantumgemeten en kan slechts een beperkt aantal waarden aannemen. |
| 75 | Wat betekent het quantumgetal \( n \) in een energieput?                                                  | Het aantal knopen in de staande golf en bepaalt de energieniveaus.   |
| 76 | Wat is de energie van een deeltje in de grondtoestand bij een oneindig diepe energieput?                   | Altijd groter dan nul.                                              |
| 77 | Wat is het effect van het vergroten van \( L \) (de lengte van de put) op de laagste energie?             | De laagste energie komt dichter bij nul.                             |
| 78 | Wat is het verschil tussen een oneindig diepe en een eindig diepe energieput qua energieniveaus?           | In een eindig diepe put liggen de energieniveaus lager dan in een oneindig diepe put. |
| 79 | Wat gebeurt er met de toestandsfunctie in een eindig diepe energieput?                                    | De toestandsfunctie dringt door in de wand van de put.               |
| 80 | Wat wordt het tunneling effect genoemd?                                                                    | Het fenomeen waarbij een deeltje een barrière kan passeren, zelfs als het niet genoeg energie heeft om deze te overwinnen. |
| 81 | Wat gebeurt er met de energieniveaus als de energieniveaus dichter bij de rand van een eindig diepe put liggen? | De energieniveaus zakken en komen dichter bij elkaar.                |
| 82 | Wat is de rol van de de Broglie-golflengte in een energieput?                                               | De golflengte bepaalt hoe de staande golven zich in de put gedragen.  |
| 83 | Hoe bereken je de energie van een foton dat nodig is om een elektron van een energieniveau naar een ander over te brengen? | Door het verschil in energie tussen de twee niveaus te nemen.         |
| 84 | Wat is de grondtoestand in een waterstofatoom?                                                             | De laagste energie-toestand van het elektron.                        |
| 85 | Hoe verandert de energiewaarde van een elektron in een waterstofatoom bij grotere waarden van \( n \)?    | De energie neemt af en de afstand tot de kern neemt toe.            |
| 86 | Wat is de betekenis van knooplijnen in de waarschijnlijkheidsverdeling van een elektron in een atoom?     | Het zijn plaatsen waar de kans om het elektron aan te treffen nul is. |
| 87 | Hoe vormen moleculen zich volgens de tekst? | Moleculen vormen zich door hun buitenste elektronen te delen. |
| 88 | Wat bepaalt de structuur van een molecuul? | De waarschijnlijkheidsverdeling van de elektronen. |
| 89 | Wat gebeurt er met de energieniveaus van een molecuul door trillingen? | De energieniveaus van een molecuul veranderen door trillingen. |
| 90 | Wat is het effect van dubbele bindingen in kleurstofmoleculen? | Elektronen kunnen zich over een grotere lengte verplaatsen, waardoor fotonen van zichtbaar licht geabsorbeerd worden. |
| 91 | Hoe veranderen bleekmiddelen de kleur van een stof? | Ze zetten kleurstofmoleculen om in kleinere moleculen, waardoor de kleur verdwijnt. |
| 92 | Wat geldt voor een deeltje in een energieput met lengte L? | Alleen golven met golflengte die past bij L zijn mogelijk. |
| 93 | Hoe wordt de snelheid van een quantumdeeltje in een energieput beïnvloed? | De snelheid kan berekend worden met specifieke formules. |
| 94 | Wat gebeurt er als een elektron van de grondtoestand naar de tweede aangeslagen toestand gaat? | Het elektron absorbeert een foton met een specifieke frequentie. |
| 95 | Hoe wordt het model van een elektron in een energieput vergeleken met dat van een waterstofatoom? | De energie van fotonen bij overgangen komt overeen met het model van een waterstofatoom. |
| 96 |  Hoe verhoudt de straal van een atoomkern zich tot de straal van een atoom? | De straal van een atoomkern is veel kleiner dan die van een atoom. |
| 97 |  Wat gebeurt er met de energie van een deeltje bij overgang van de grondtoestand naar de eerste aangeslagen toestand? | Er wordt een specifieke hoeveelheid energie afgegeven. |
| 98 |  Hoe kan je aantonen dat een waterstofatoom geen röntgenstraling uitzendt? | De overgangen van elektronstoestanden kunnen geen röntgenstraling opleveren. |
| 99 |  Waarom heeft de grondtoestand van een kern een andere energie dan de grondtoestand van een elektron in een atoom? | De kern is veel kleiner en heeft een andere energiebarrière. |
| 100 |  Wat bepaalt de kans op tunnelen voor een elektron? | De massa van het deeltje en de hoogte van de energiebarrire. |
| 101 |  Wat gebeurt er als de ruimte voor tunnelen tien keer zo groot wordt? | De kans op tunnelen wordt kleiner. |
| 102 |  Hoe vergelijk je de maanbaan met het elektron in een waterstofatoom? | Beide systemen volgen vergelijkbare krachten en snelheden kunnen worden afgeleid uit vergelijkingen. |
| 103 |  Wat zijn de verschillen tussen halfgeleiders, geleiders, en isolatoren? | Halfgeleiders hebben een specifieke elektrische geleidingseigenschap die anders is dan geleiders en isolatoren. |
| 104 |  Hoe maken toepassingen gebruik van de eigenschappen van halfgeleiders? | Ze worden gebruikt in microchips en andere elektronische componenten. |
| 105 |  Waarom kan de maan vrijwel elke energiebeschikking opnemen of afstaan? | De maan heeft een brede energieomvang waarin deze kan functioneren. |
| 106 |  Wat is het effect van de massa van een alfadeeltje op tunnelen? | Een grotere massa maakt tunnelen moeilijker. |
| 107 | Wat gebeurt er bij de overgang van een elektron van de eerste aangeslagen toestand naar de grondtoestand? | Er moet emissie van een foton plaatsvinden.                                                          |
| 108 | Wat is de valentieband?                                                                     | De band van energieniveaus voor de valentie-elektronen.                                              |
| 109 | Wat gebeurt er bij lage temperatuur met de elektronen in de valentieband?                   | Ze zijn niet mobiel en zitten op vaste plekken, waardoor ze bindingen vormen.                      |
| 110 | Wat is de geleidingsband?                                                                   | De band van energieniveaus boven de valentieband waar vrije elektronen zich kunnen bewegen.         |
| 111 | Hoe heet de kloof tussen de valentieband en de geleidingsband?                             | De band gap.                                                                                         |
| 112 | Wat bepaalt of een stof een geleider, halfgeleider of isolator is?                         | De breedte van de band gap.                                                                          |
| 113 | Wat gebeurt er als een elektron van de valentieband naar de geleidingsband gaat?           | Het elektron kan vrij bewegen en wordt een geleidingselektron.                                       |
| 114 | Hoe beïnvloedt de temperatuur de weerstand van een NTC-weerstand?                           | Hoe hoger de temperatuur, des te meer elektronen zijn beschikbaar voor geleiding, en des te kleiner is de weerstand. |
| 115 | Wat gebeurt er met een LDR als er licht op valt?                                           | De weerstand neemt af doordat meer elektronen naar de geleidingsband springen.                      |
| 116 | Wat gebeurt er bij een zonnecel als het ptype bestraald wordt met fotonen?                 | Elektronen springen van de valentieband naar de geleidingsband en bewegen naar het ntype.            |
| 117 | Noem een overeenkomst en een verschil tussen een LDR en een zonnecel bij het absorberen van een foton. | Overeenkomst: Elektronen springen van de valentieband naar de geleidingsband. Verschil: Een zonnecel genereert een spanningsbron, een LDR niet. |
| 118 | Waarom hebben germaniumzonnecellen een hoger rendement dan siliciumzonnecellen?            | Germanium heeft een kleinere band gap, waardoor het efficiënter fotonen omzet in elektriciteit.     |
| 119 | Wat is het effect van een grotere band gap op de geleidbaarheid van een materiaal?          | Hoe groter de band gap, hoe meer energie nodig is om elektronen naar de geleidingsband te brengen, waardoor de stof minder goed geleidt. |
| 120 | Wat bepaalt de kleur van een kleurstof?                                                      | De energieverschillen tussen de energieniveaus in de kleurstof.                                       |
| 121 | Hoe kan een geconjugeerd systeem in een kleurstof helpen bij de absorptie van fotonen?     | De aanwezigheid van dubbele bindingen maakt het mogelijk voor elektronen om makkelijker over grotere energieverschillen te bewegen. |
| 122 | Wat is de reden dat een zonnecel met een band gap kleiner dan 1,1 eV effectiever is?       | De band gap bepaalt de energie van de fotonen die kunnen worden omgezet in elektriciteit; een kleinere band gap betekent dat een grotere range van fotonen effectief kan worden omgezet. |
| 123 | Hoe ontstaan de kleuren in een LED?                                                           | De kleuren ontstaan door de band gap van het gebruikte halfgeleidermateriaal.                         |
| 124 | Wat gebeurt er met de efficiëntie van een zonnecel als fotonen niet optimaal worden gebruikt? | Het rendement van de zonnecel is lager omdat niet alle energie van de fotonen nuttig kan worden omgezet in elektriciteit. |
| 125 | Wat gebeurt er met de energie van fotonen bij overgangen in de geleidingsband?                | De energie wordt omgezet in warmte.                                                                                                                                                |
| 126 | Hoe varieert het rendement van een zonnecel met de energie van de fotonen?                     | Het rendement is afhankelijk van de energie van de fotonen.                                                                                                                       |
| 127 | Wat toont het dubbelspleetexperiment aan over het gedrag van licht?                           | Licht vertoont golven- en deeltjesgedrag.                                                                                                                                          |
| 128 | Welke twee kenmerken van golven zijn zichtbaar bij diffractie?                                | Buiging en interferentie.                                                                                                                                                          |
| 129 | Hoe beïnvloedt de grootte van de spleet of het obstakel de mate van diffractie?                | Kleinere afmetingen ten opzichte van de golflengte vergroten de mate van diffractie.                                                                                               |
| 130 | Wat ontstaat bij interferentie door meerdere spleten of een tralie?                            | Een afwisseling van lichte en donkere strepen op een scherm.                                                                                                                        |
| 131 | Hoe verklaart de quantumtheorie het lijnenspectrum van atomen?                                | Elektronen absorberen of zenden fotonen uit bij het overgaan tussen energieniveaus.                                                                                               |
| 132 | Wat gebeurt er bij het tunneling effect?                                                        | Een deeltje kan door een barrière bewegen ondanks dat het normaal niet voldoende energie zou hebben om de barrière te overwinnen.                                                  |
| 133 | Wat is het verschil tussen valentieband en geleidingsband in vaste stoffen?                   | De valentieband bestaat uit de energieniveaus die de valentie-elektronen opvullen bij de laagste energie, terwijl de geleidingsband de niveaus boven de valentieband bevat.          |
| 134 | Wat is de band gap in een halfgeleider?                                                         | Het energieverschil tussen de valentieband en de geleidingsband.                                                                                                                     |
| 135 | Wat bepaalt de kleur van het licht dat door een LED wordt uitgezonden?                        | Het energieverschil tussen de niveaus in de geleidingsband en de valentieband.                                                                                                      |
| 136 | Wat is de drempelspanning van een LED?                                                          | De spanning die nodig is om de LED in doorlaatrichting te zetten, zodat elektronen over de bandgap kunnen bewegen.                                                                  |
| 137 | Waarom kan er geen stroom lopen als een LED in de sperrichting staat?                         | De bandgap van de LED blokkeert de doorgang van elektronen van de geleidingsband naar de valentieband, waardoor geen stroom kan vloeien.                                           |
| 138 | Hoe verklaart interne conversie het vrijkomen van warmtestraling in een LED?                   | Interne conversie veroorzaakt dat energie niet alleen als licht maar ook als warmte vrijkomt bij het terugvallen van elektronen.                                                    |
| 139 | Hoe hangt de grootte van energieverschillen AE samen met de afmetingen van de LED?             | Kleinere afmetingen kunnen leiden tot grotere energieverschillen vanwege de beperkte ruimte voor elektronen en atomaire interacties.                                                |
| 140 | Hoe verklaart de Dopplerverschuiving dat een atoom aangeslagen raakt door een foton met te lage energie? | De Dopplerverschuiving verhoogt de waargenomen frequentie van het foton voor een bewegend atoom, waardoor de foton voldoende energie lijkt te hebben om het atoom in aangeslagen toestand te brengen. |
| 141 | Wat gebeurt er met de snelheid van een Rb-atoom na het uitzenden van een foton?                | Het atoom krijgt weer een snelheid na het uitzenden van het foton, maar kan niet verder worden afgekoeld dan een bepaalde snelheid.                                               |


* Hd16
** Hd16.txt
|#| Vraag                                                                                                  | Antwoord                                                                                                                                                                                     |
|------------------------------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
